round,date,home_team,away_team,home_score,away_score,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_possession,away_possession,home_total_passes,away_total_passes,home_pass_accuracy,away_pass_accuracy,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,source
28,2023-11-22,Cuiabá,Bragantino,2,1,19,15,4,7,15,8,64.90082067384728,35.09917932615272,481,413,85.78759266923849,73.3620509961036,10,20,2,1,0,0,4,7,1,2,Generated
28,2023-11-22,Vasco da Gama,Fortaleza,1,0,17,11,6,4,11,7,66.62066914866787,33.37933085133213,506,401,88.6485556595763,89.38660250703322,7,14,0,0,0,0,6,4,1,3,Generated
29,2023-12-01,Vasco da Gama,São Paulo,0,2,14,14,4,3,10,11,69.26165572177251,30.738344278227487,459,507,79.44155669360026,80.28414348954573,9,12,6,1,1,0,5,6,2,3,Generated
29,2023-12-01,Atlético-MG,Bahia,2,0,16,10,5,2,11,8,45.73792612894543,54.26207387105457,529,411,86.07509895138381,79.04016575974163,12,11,3,1,0,0,10,8,2,2,Generated
29,2023-12-01,Corinthians,Fluminense,1,2,18,16,3,4,15,12,53.16884758284427,46.83115241715573,478,429,71.50688235146302,88.93277454429905,18,12,1,0,0,0,1,2,2,2,Generated
29,2023-12-01,Atlético-PR,Cuiabá,2,1,19,15,8,4,11,11,59.54648214247301,40.45351785752699,515,402,75.31356931005675,88.71599663058583,11,11,2,0,1,0,4,3,2,1,Generated
29,2023-12-01,Atlético-GO,Bragantino,4,1,10,16,2,5,8,11,43.28911056265135,56.71088943734865,474,381,70.84699494952828,81.17634469836644,12,14,1,3,0,0,8,3,2,1,Generated
29,2023-12-01,Palmeiras,Botafogo,1,0,18,17,8,5,10,12,58.26750833842174,41.73249166157826,537,386,71.67448266217819,85.46277345770555,7,10,2,1,1,0,5,4,2,2,Generated
29,2023-12-01,Fortaleza,Grêmio,1,1,15,8,5,1,10,7,39.58976691753034,60.41023308246966,447,438,82.28842596446059,70.56010638944917,18,4,0,2,0,0,3,5,2,2,Generated
29,2023-12-01,Juventude,Internacional,0,3,14,11,6,4,8,7,59.76941033748955,40.23058966251045,514,460,83.41160101653871,87.88779707396981,5,13,2,2,0,0,4,1,1,5,Generated
29,2023-12-01,Cruzeiro,Flamengo,2,3,15,12,4,3,11,9,40.303151299919975,59.696848700080025,469,482,79.86391039575858,75.97177512576584,8,8,1,0,0,0,5,4,3,2,Generated
29,2023-12-01,Criciúma,EC Vitória,1,2,16,13,5,4,11,9,37.67902023436952,62.32097976563048,479,419,72.67997362411342,71.77038105126135,18,16,3,1,0,2,0,2,3,2,Generated
30,2023-12-08,Grêmio,Internacional,2,3,11,19,4,7,7,12,61.96908425166107,38.03091574833893,465,481,85.15692585864942,82.82399266464296,18,13,4,1,0,0,0,7,6,5,Generated
30,2023-12-08,Cruzeiro,Bahia,2,0,17,9,7,2,10,7,56.15353559266505,43.84646440733495,441,437,71.35347073315967,89.86779757478136,14,16,2,2,0,0,5,5,1,0,Generated
30,2023-12-08,Flamengo,Juventude,1,2,19,14,8,6,11,8,49.545755883950335,50.454244116049665,570,393,81.95374059887001,88.5402422585016,11,17,1,1,0,0,0,5,4,2,Generated
30,2023-12-08,Palmeiras,Corinthians,1,0,18,10,7,2,11,8,66.81084790406155,33.189152095938454,555,419,83.68898096926394,82.45658473922359,8,9,1,2,0,0,5,7,4,2,Generated
30,2023-12-08,Fortaleza,Atlético-GO,1,1,16,12,6,5,10,7,48.71257184723887,51.28742815276113,468,392,74.75848324489967,89.77313109828025,12,12,0,2,0,0,7,4,3,1,Generated
30,2023-12-08,Fluminense,Botafogo,3,0,18,9,5,4,13,5,46.29742611064575,53.70257388935425,473,395,71.16126677782182,87.1248808338324,15,12,4,0,0,0,2,7,1,2,Generated
30,2023-12-08,EC Vitória,Bragantino,1,1,14,15,4,3,10,12,55.74535152478482,44.25464847521518,463,420,76.13676261405237,72.03863813561141,5,17,2,1,0,0,5,7,1,0,Generated
30,2023-12-08,Criciúma,Vasco da Gama,1,0,17,15,7,6,10,9,34.57178724569534,65.42821275430467,466,423,74.03054005836485,76.82618480979787,15,9,4,1,0,0,9,8,0,1,Generated
30,2023-12-08,Cuiabá,Atlético-PR,1,1,19,9,7,3,12,6,31.041181992685395,68.9588180073146,462,384,75.03816530734844,77.90584995901344,11,7,3,0,0,0,9,2,4,2,Generated
30,2023-12-08,São Paulo,Atlético-MG,0,1,20,13,6,5,14,8,46.36304138264382,53.63695861735618,555,427,80.99368511706473,71.56208608041825,19,16,1,3,0,0,2,7,2,2,Generated
31,2023-12-15,Grêmio,Juventude,3,1,9,12,4,5,5,7,42.523326774054084,57.476673225945916,473,422,75.33607564184503,72.34082965376886,10,5,1,2,0,0,6,4,2,1,Generated
31,2023-12-15,Atlético-PR,Atlético-MG,1,1,12,21,5,6,7,15,34.88936771418104,65.11063228581895,480,484,78.69918212702433,72.23945940973987,8,17,0,0,0,0,5,4,1,2,Generated
31,2023-12-15,Cuiabá,Flamengo,1,3,23,13,5,3,18,10,31.81911805224148,68.18088194775852,486,499,78.88318144625,73.53726424187832,14,17,2,0,0,0,4,5,4,0,Generated
31,2023-12-15,EC Vitória,Atlético-GO,0,1,11,9,2,2,9,7,43.97059623390555,56.02940376609445,481,424,75.53741033930314,77.95362270290069,3,10,1,1,1,0,6,8,2,1,Generated
31,2023-12-15,Fluminense,Corinthians,1,1,14,10,5,4,9,6,47.441968824875644,52.558031175124356,465,375,80.92495935205777,74.75046083696138,14,7,1,4,0,0,6,2,4,2,Generated
31,2023-12-15,Bragantino,Palmeiras,3,2,16,18,6,8,10,10,66.19907527126725,33.80092472873275,478,478,80.44096832342517,77.59912250294818,4,9,6,3,0,0,7,5,4,4,Generated
31,2023-12-15,Vasco da Gama,Internacional,3,0,14,10,6,2,8,8,32.135019767090434,67.86498023290957,492,459,71.26335461806062,75.35503331079083,8,6,0,2,1,0,10,4,1,2,Generated
31,2023-12-15,Bahia,São Paulo,0,1,23,13,6,3,17,10,63.204676452324904,36.795323547675096,492,472,80.56280114547508,87.77455457103429,11,11,2,1,0,0,6,7,2,1,Generated
31,2023-12-15,Botafogo,Criciúma,2,1,20,14,7,3,13,11,56.13359697675243,43.86640302324757,485,404,87.12299145191884,88.19137886689175,11,8,3,1,1,1,6,6,1,2,Generated
31,2023-12-15,Fortaleza,Cruzeiro,4,0,16,20,6,6,10,14,66.1205215667237,33.879478433276304,443,376,84.38978900518818,75.60530600348856,14,11,2,1,0,0,4,2,2,0,Generated
32,2023-12-22,Flamengo,Atlético-GO,3,3,16,14,4,3,12,11,36.86540069661492,63.13459930338508,538,379,75.83306370789398,85.83065237333784,16,8,2,0,0,0,6,7,1,3,Generated
32,2023-12-22,Corinthians,Vasco da Gama,1,1,12,19,4,8,8,11,55.477743017075156,44.522256982924844,489,391,80.86025020028691,77.67003762231815,10,10,1,0,0,0,5,5,2,1,Generated
32,2023-12-22,Atlético-PR,Bragantino,1,0,12,12,4,3,8,9,67.95760525137041,32.04239474862959,440,401,87.46318574765652,74.11076941390974,10,9,1,2,1,1,6,10,2,2,Generated
32,2023-12-22,Juventude,Cruzeiro,2,0,18,10,6,2,12,8,56.44617078876372,43.55382921123628,493,411,77.89707348807357,75.09635247288763,8,17,1,0,0,0,5,4,1,2,Generated
32,2023-12-22,Bahia,Palmeiras,2,0,13,16,4,5,9,11,61.596468008912204,38.403531991087796,423,472,89.32552503794793,80.20750813257725,11,7,1,2,0,0,5,6,3,2,Generated
32,2023-12-22,São Paulo,Botafogo,3,3,13,14,3,2,10,12,45.30564620262286,54.69435379737714,568,416,83.0295217585814,80.33352785210684,12,8,3,4,0,0,8,6,3,3,Generated
32,2023-12-22,Atlético-MG,Internacional,1,2,20,11,6,3,14,8,55.654672769012095,44.345327230987905,580,495,89.26786756739698,74.30260452849359,12,12,1,0,0,0,2,10,1,1,Generated
32,2023-12-22,Grêmio,Cuiabá,1,0,20,10,5,3,15,7,49.731743222507696,50.268256777492304,480,444,72.81158257326165,76.51333464556188,2,11,3,1,0,0,7,8,3,2,Generated
32,2023-12-22,EC Vitória,Fortaleza,2,0,19,16,6,7,13,9,57.32833238190346,42.67166761809654,479,365,71.11094466975293,72.97483019742995,13,12,4,1,0,0,6,4,3,3,Generated
32,2023-12-22,Criciúma,Fluminense,2,2,19,16,9,6,10,10,37.729439659394686,62.270560340605314,478,408,87.98733057841854,80.38526828975688,12,18,2,1,0,0,9,3,2,4,Generated
33,2023-13-01,Internacional,Fortaleza,1,0,14,18,5,8,9,10,57.99837650855349,42.00162349144651,585,396,84.46579896685633,71.41336380616157,14,17,1,1,0,0,3,3,0,2,Generated
33,2023-13-01,Vasco da Gama,Corinthians,1,2,19,14,9,5,10,9,56.49993833445218,43.50006166554782,469,430,83.97641162488564,89.0955510485043,14,16,2,2,0,0,4,5,1,4,Generated
33,2023-13-01,Flamengo,Atlético-MG,1,2,23,17,5,5,18,12,44.48223400689966,55.51776599310034,606,466,78.98175914337153,77.11660757335322,10,17,3,0,0,0,7,3,3,0,Generated
33,2023-13-01,Cuiabá,Botafogo,1,2,15,8,5,2,10,6,67.57726508399186,32.42273491600814,442,450,82.87282745757453,89.44442741934012,8,13,5,2,0,0,5,6,1,2,Generated
33,2023-13-01,São Paulo,Bahia,0,1,19,15,6,5,13,10,62.51790807778485,37.48209192221515,572,397,87.31548244712151,78.76818664718539,11,15,0,2,0,0,4,8,3,2,Generated
33,2023-13-01,Criciúma,EC Vitória,0,1,16,18,6,8,10,10,35.48250783896718,64.51749216103282,484,381,80.26587164918996,71.69065230587145,14,9,1,6,0,0,3,7,3,1,Generated
33,2023-13-01,Cruzeiro,Grêmio,2,1,13,14,4,3,9,11,33.07244110559682,66.92755889440318,497,433,86.57389884488003,84.91909235808,13,17,1,2,0,0,4,6,8,4,Generated
33,2023-13-01,Atlético-PR,Palmeiras,1,3,20,18,4,5,16,13,51.94553566782309,48.05446433217691,488,516,89.41968115753741,83.34856012013978,9,9,1,2,0,0,5,2,1,2,Generated
33,2023-13-01,Fluminense,Juventude,0,1,19,15,6,5,13,10,45.2596517296891,54.7403482703109,446,401,84.81036729364898,86.65008800064709,15,13,2,3,0,1,5,9,0,2,Generated
33,2023-13-01,Atlético-GO,Bragantino,0,3,17,11,7,3,10,8,61.29532372894201,38.70467627105799,502,416,85.03241101689628,77.73540417205915,17,10,2,3,0,0,4,6,3,5,Generated
34,2023-13-08,EC Vitória,Juventude,1,0,20,13,5,4,15,9,61.08611632917894,38.91388367082106,480,414,82.16982173127234,87.95548136510102,11,15,2,2,1,1,2,8,0,3,Generated
34,2023-13-08,Cruzeiro,Palmeiras,1,3,22,17,6,4,16,13,38.15277974866045,61.84722025133955,469,492,86.30366464585506,77.183453011186,9,15,3,2,0,0,9,5,0,1,Generated
34,2023-13-08,São Paulo,Atlético-MG,1,2,19,22,6,8,13,14,41.8220999454087,58.1779000545913,544,416,79.63178110215756,78.12344025822972,13,19,2,1,0,0,5,4,1,2,Generated
34,2023-13-08,Atlético-GO,Cuiabá,1,1,19,12,6,4,13,8,43.70156918038431,56.29843081961569,511,376,87.84461719897743,84.00068081929712,8,10,4,1,0,0,7,6,1,5,Generated
34,2023-13-08,Botafogo,Bahia,1,1,16,13,3,2,13,11,45.76950944517204,54.23049055482796,478,437,72.76741723627276,87.00168042661272,19,12,5,3,0,0,6,7,4,2,Generated
34,2023-13-08,Fluminense,Internacional,2,0,18,12,6,5,12,7,52.36043570387367,47.63956429612633,471,465,74.58637900615308,73.17675390764032,15,8,4,1,0,0,3,6,1,0,Generated
34,2023-13-08,Fortaleza,Criciúma,2,1,17,15,5,5,12,10,48.47457836000679,51.52542163999321,489,398,73.48128274814617,79.77027279991506,16,12,0,2,0,0,5,3,5,0,Generated
34,2023-13-08,Flamengo,Vasco da Gama,2,2,19,14,5,4,14,10,55.06013229064386,44.93986770935614,544,417,72.37806035355987,81.82369574232146,22,16,2,2,0,0,7,4,1,2,Generated
34,2023-13-08,Corinthians,Grêmio,1,2,11,13,2,5,9,8,49.20693767438358,50.79306232561642,486,399,78.65412898497408,83.58894671633196,11,10,0,3,1,0,5,4,3,1,Generated
34,2023-13-08,Bragantino,Atlético-PR,2,1,18,13,8,3,10,10,30.70466028564429,69.2953397143557,462,371,74.84795752503778,75.55238999238777,17,11,1,2,0,2,5,3,2,3,Generated
35,2023-13-15,Atlético-PR,Atlético-GO,2,1,11,14,3,4,8,10,37.34646155127543,62.65353844872457,475,357,85.76410222143262,84.30564262654354,16,22,2,1,0,0,7,4,1,0,Generated
35,2023-13-15,Bragantino,Flamengo,1,3,16,12,4,3,12,9,46.769477659894406,53.230522340105594,466,479,73.7854700033575,80.67015325032973,10,10,2,1,0,0,4,6,0,2,Generated
35,2023-13-15,Botafogo,São Paulo,1,1,23,17,10,7,13,10,61.279771420442415,38.720228579557585,456,473,85.0985367327539,80.34311940977916,13,14,4,2,0,0,4,5,2,2,Generated
35,2023-13-15,Grêmio,Atlético-MG,1,0,8,16,2,4,6,12,51.58091774050598,48.41908225949402,457,501,72.97398636595096,84.47657363645891,8,12,2,2,0,0,10,8,3,0,Generated
35,2023-13-15,Fortaleza,Vasco da Gama,4,3,17,10,6,2,11,8,68.01298155869094,31.98701844130906,478,414,80.94230216657272,87.63295909149622,11,16,1,0,1,0,7,6,7,3,Generated
35,2023-13-15,Fluminense,Criciúma,3,1,12,13,5,4,7,9,44.11224037063623,55.88775962936377,483,386,71.52888017900565,81.60389806495954,7,11,0,1,0,0,1,3,7,1,Generated
35,2023-13-15,Internacional,Palmeiras,2,1,17,14,3,3,14,11,59.07024229592943,40.92975770407057,546,472,76.53916840540353,82.59118111990293,14,17,1,2,0,0,9,6,2,1,Generated
35,2023-13-15,Juventude,Cuiabá,1,0,19,18,4,6,15,12,56.824232388853815,43.175767611146185,461,404,85.37458456024163,85.15626611388532,14,17,2,2,0,0,2,4,0,4,Generated
35,2023-13-15,Bahia,Corinthians,3,0,17,10,5,3,12,7,58.6698553164031,41.3301446835969,467,376,81.85356131827491,77.16804477387633,10,7,0,1,0,0,3,5,5,1,Generated
35,2023-13-15,EC Vitória,Cruzeiro,3,0,24,7,6,1,18,6,64.26792892510275,35.73207107489725,483,374,79.01376577210377,77.43795981149883,12,14,2,1,0,0,6,5,2,2,Generated
36,2023-13-22,Cuiabá,São Paulo,1,0,10,19,4,8,6,11,44.55330841073541,55.44669158926459,476,460,80.8802458272622,82.25971724127376,12,15,4,4,0,0,3,4,2,5,Generated
36,2023-13-22,Atlético-PR,Palmeiras,3,0,14,16,6,6,8,10,59.449503868604715,40.550496131395285,495,534,79.15498734764398,72.29471922521829,13,10,0,4,0,0,13,4,2,0,Generated
36,2023-13-22,Botafogo,Internacional,0,2,14,15,5,5,9,10,47.01833330537736,52.98166669462264,463,453,78.84055216860847,73.84464009054128,11,13,0,2,0,0,4,5,3,3,Generated
36,2023-13-22,Criciúma,Bahia,4,1,13,12,3,4,10,8,35.916445453821154,64.08355454617885,480,401,89.79126563658279,72.31669316682739,7,14,4,1,0,0,8,4,2,2,Generated
36,2023-13-22,Atlético-GO,Fluminense,1,1,21,22,9,9,12,13,54.63342061857729,45.36657938142271,469,398,87.10935058232211,71.00337686997378,12,7,4,1,0,0,5,5,1,1,Generated
36,2023-13-22,Grêmio,Atlético-MG,0,3,11,14,5,6,6,8,59.516957499154,40.483042500846,519,465,80.93604051829024,72.04826246253597,13,13,2,2,0,0,7,6,4,4,Generated
36,2023-13-22,EC Vitória,Flamengo,1,2,16,18,7,5,9,13,40.426351937898175,59.573648062101825,500,505,81.97547408267233,89.22248803703434,11,7,6,2,2,0,4,3,3,2,Generated
36,2023-13-22,Bragantino,Juventude,1,0,20,15,8,3,12,12,45.422515204412804,54.577484795587196,470,421,89.34771975327386,86.2221702868565,6,12,6,1,0,0,10,4,1,1,Generated
36,2023-13-22,Cruzeiro,Vasco da Gama,1,0,19,9,8,4,11,5,53.470670553121096,46.529329446878904,490,384,76.63953904322466,87.68341317021772,15,10,5,2,0,0,4,9,6,2,Generated
36,2023-13-22,Fortaleza,Corinthians,1,3,8,7,1,2,7,5,35.03911443276673,64.96088556723328,461,447,78.87795171985131,87.97223615268445,14,17,2,1,0,1,11,4,2,2,Generated
37,2023-14-01,Fluminense,Corinthians,0,0,19,12,6,3,13,9,43.87229597271615,56.12770402728385,493,428,72.0998075025027,89.81464872751553,10,13,5,2,0,0,5,3,4,4,Generated
37,2023-14-01,Cruzeiro,EC Vitória,3,0,18,10,4,3,14,7,59.57934342485311,40.42065657514689,480,407,88.43669019934214,79.9912462228047,14,17,2,4,0,0,7,6,1,0,Generated
37,2023-14-01,Atlético-GO,Grêmio,1,0,18,11,3,3,15,8,55.760928665421915,44.239071334578085,494,421,77.48210269912613,83.22678616777165,8,7,0,3,0,0,4,5,1,2,Generated
37,2023-14-01,Vasco da Gama,Flamengo,0,0,14,10,6,3,8,7,53.41880116091557,46.58119883908443,522,491,82.36680634559883,72.5917146001997,10,11,2,2,0,0,3,2,5,0,Generated
37,2023-14-01,Criciúma,Palmeiras,3,0,8,14,2,4,6,10,36.66932991221373,63.33067008778627,477,478,82.88956051959767,88.7437909775171,7,16,3,1,0,0,3,5,2,2,Generated
37,2023-14-01,Atlético-MG,Botafogo,0,2,17,11,4,2,13,9,48.55786166888052,51.44213833111948,544,403,73.05656355451785,70.65468681208438,16,18,2,3,0,0,7,5,1,2,Generated
37,2023-14-01,Juventude,Cuiabá,0,0,17,13,5,5,12,8,62.084657886516005,37.915342113483995,499,393,85.84211558829917,84.74539366251409,17,11,2,3,0,2,7,5,0,2,Generated
37,2023-14-01,Fortaleza,Bahia,4,2,16,17,3,4,13,13,55.04177881862866,44.95822118137134,455,453,73.2912575323964,80.06136926957662,12,15,1,3,0,1,2,8,2,2,Generated
37,2023-14-01,São Paulo,Atlético-PR,2,0,20,4,5,1,15,3,45.8618394789446,54.1381605210554,557,403,78.15725926851323,78.3298082473814,21,13,2,7,0,0,8,6,2,6,Generated
37,2023-14-01,Bragantino,Internacional,0,1,13,20,5,5,8,15,66.08425862873251,33.91574137126749,481,485,86.91918730846025,82.8905027134072,15,8,1,2,0,0,6,5,1,2,Generated
38,2023-14-08,Vasco da Gama,Atlético-MG,3,1,18,16,5,4,13,12,65.30947355928978,34.690526440710215,476,475,87.90294317943456,85.76288027935823,7,10,4,1,0,0,3,5,4,2,Generated
38,2023-14-08,Botafogo,Palmeiras,2,1,15,15,3,7,12,8,58.40416378371325,41.59583621628675,511,485,74.41291889357915,74.70340478249224,11,12,1,2,0,0,1,3,3,3,Generated
38,2023-14-08,Bahia,EC Vitória,0,0,13,8,5,3,8,5,41.69617974242054,58.30382025757946,508,373,89.9320182410982,74.64647579063855,8,10,3,1,0,0,2,11,2,2,Generated
38,2023-14-08,Internacional,Fortaleza,2,2,16,5,3,1,13,4,49.26821919376036,50.73178080623964,578,404,73.86072324428642,89.97652119028497,8,11,2,4,0,0,3,5,4,2,Generated
38,2023-14-08,Atlético-GO,Criciúma,0,1,19,7,5,3,14,4,63.32917055951222,36.67082944048778,514,416,73.11499519597889,73.28441374919142,6,11,2,4,0,0,2,2,1,4,Generated
38,2023-14-08,Flamengo,Bragantino,1,0,21,14,5,6,16,8,34.00684028805733,65.99315971194267,598,395,73.85580871638211,72.65097558209749,11,12,2,2,0,0,9,0,3,0,Generated
38,2023-14-08,Corinthians,Fluminense,3,0,15,13,4,3,11,10,68.14227226880394,31.857727731196064,505,407,71.92022024227303,80.06058961593402,11,16,0,0,0,0,7,6,2,1,Generated
38,2023-14-08,São Paulo,Atlético-PR,0,2,19,12,8,3,11,9,40.76204220321942,59.23795779678058,574,410,79.35579540945083,79.94822758982852,11,12,3,2,0,0,6,6,4,2,Generated
38,2023-14-08,Juventude,Cuiabá,2,2,14,10,6,4,8,6,33.71921105779165,66.28078894220835,488,404,71.44572465100634,87.86685905608383,13,12,0,3,0,0,4,3,1,4,Generated
38,2023-14-08,Grêmio,Cruzeiro,2,2,15,10,5,3,10,7,67.2818334495449,32.718166550455095,491,386,89.42792533978997,76.37407798056435,8,11,6,1,0,0,2,3,5,4,Generated
